StartTime,EndTime,Duration_s,StartTime_datenum,EndTime_datenum,LargeConc_cc,SmallConc_cc,MeanDiameter_um,AverageLWC_g_m3
04-Jun-2022 21:21:23,04-Jun-2022 21:21:50,28,738676.889850712,738676.890163303,115.110833817231,111.173985765219,15.3374294616665,0.798564894564286
04-Jun-2022 21:22:02,04-Jun-2022 21:22:11,10,738676.890302101,738676.890406268,150.386059006123,115.549816548217,14.5482439093184,0.954249899993357
04-Jun-2022 21:23:13,04-Jun-2022 21:23:44,32,738676.891123861,738676.891482567,79.5754980937822,105.105675394304,15.0014190388331,0.554717005146861
04-Jun-2022 21:23:46,04-Jun-2022 21:23:48,3,738676.891505805,738676.891528953,50.6157199089343,71.5453258379592,14.3406368588793,0.333485854491622
04-Jun-2022 21:24:15,04-Jun-2022 21:24:18,4,738676.891841453,738676.891876176,59.1265461742934,101.364116433036,14.3839541561018,0.383577211541996
04-Jun-2022 21:24:30,04-Jun-2022 21:24:54,25,738676.892015064,738676.892292842,208.361847283096,160.57848189442,15.2851209455836,1.39075432898718
04-Jun-2022 21:25:58,04-Jun-2022 21:26:10,13,738676.893033673,738676.893172562,79.9519924492283,104.882867954757,14.6922659508739,0.558499643880469
04-Jun-2022 21:26:21,04-Jun-2022 21:26:48,28,738676.893299877,738676.893612287,85.7671413064353,106.728165600744,14.4544676259134,0.56300625777582
04-Jun-2022 21:27:46,04-Jun-2022 21:28:01,16,738676.894283673,738676.894457284,54.8136549849208,98.3590808545431,14.2187250449896,0.385675852017523
04-Jun-2022 21:28:22,04-Jun-2022 21:28:45,24,738676.89470034,738676.894966544,149.555577319364,135.459230741423,15.0591685231141,0.996632115851042
04-Jun-2022 21:30:29,04-Jun-2022 21:30:34,6,738676.896170157,738676.896228027,74.0581527498012,110.195830689212,14.3262666333698,0.505734754900758
04-Jun-2022 21:30:38,04-Jun-2022 21:30:44,7,738676.896274324,738676.896343859,75.1209197585417,114.676489225569,14.3784143332232,0.491691271702147
